EFID_31_03_00_00
ID,UT,PC,FN,Name
30102900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m30_11_00_00
ID,UT,PC,FN,Name
30110000,0,0,10,Bonfire flag - 篝火フラグ
30110050,0,0,10,Initialization flag - 初期化用フラグ
30110100,0,0,30,System flag - システムフラグ
30110200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
30112200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
30110500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30111500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30112500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
30118500,0,0,200,Object act flag - オブジェアクトフラグ
30110700,0,0,100,Conversation flag - 会話フラグ
30112700,0,0,100,Conversation flag - 会話フラグ
30110800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
30112800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
30110900,0,0,100,For debugging / testing - デバッグ/テスト用
30112900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m30_12_00_00
ID,UT,PC,FN,Name
30120000,0,0,10,Bonfire flag - 篝火フラグ
30120050,0,0,10,Initialization flag - 初期化用フラグ
30120100,0,0,30,System flag - システムフラグ
30120200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
30122200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
30120500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30121500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30122500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
30128500,0,0,200,Object act flag - オブジェアクトフラグ
30120700,0,0,100,Conversation flag - 会話フラグ
30122700,0,0,100,Conversation flag - 会話フラグ
30120800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
30122800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
30120900,0,0,100,For debugging / testing - デバッグ/テスト用
30122900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m30_13_00_00
ID,UT,PC,FN,Name
30130000,0,0,10,Bonfire flag - 篝火フラグ
30130050,0,0,10,Initialization flag - 初期化用フラグ
30130100,0,0,30,System flag - システムフラグ
30130200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
30132200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
30130500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30131500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30132500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
30138500,0,0,200,Object act flag - オブジェアクトフラグ
30130700,0,0,100,Conversation flag - 会話フラグ
30132700,0,0,100,Conversation flag - 会話フラグ
30130800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
30132800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
30130900,0,0,100,For debugging / testing - デバッグ/テスト用
30132900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m30_14_00_00
ID,UT,PC,FN,Name
30140000,0,0,10,Bonfire flag - 篝火フラグ
30140050,0,0,10,Initialization flag - 初期化用フラグ
30140100,0,0,30,System flag - システムフラグ
30140200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
30142200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
30140500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30141500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30142500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
30148500,0,0,200,Object act flag - オブジェアクトフラグ
30140700,0,0,100,Conversation flag - 会話フラグ
30142700,0,0,100,Conversation flag - 会話フラグ
30140800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
30142800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
30140900,0,0,100,For debugging / testing - デバッグ/テスト用
30142900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m30_15_00_00
ID,UT,PC,FN,Name
30150000,0,0,10,Bonfire flag - 篝火フラグ
30150050,0,0,10,Initialization flag - 初期化用フラグ
30150100,0,0,30,System flag - システムフラグ
30150200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
30152200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
30150500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30151500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30152500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
30158500,0,0,200,Object act flag - オブジェアクトフラグ
30150700,0,0,100,Conversation flag - 会話フラグ
30152700,0,0,100,Conversation flag - 会話フラグ
30150800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
30152800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
30150900,0,0,100,For debugging / testing - デバッグ/テスト用
30152900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m30_16_00_00
ID,UT,PC,FN,Name
30160000,0,0,10,Bonfire flag - 篝火フラグ
30160050,0,0,10,Initialization flag - 初期化用フラグ
30160100,0,0,30,System flag - システムフラグ
30160200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
30162200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
30160500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30161500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30162500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
30168500,0,0,200,Object act flag - オブジェアクトフラグ
30160700,0,0,100,Conversation flag - 会話フラグ
30162700,0,0,100,Conversation flag - 会話フラグ
30160800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
30162800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
30160900,0,0,100,For debugging / testing - デバッグ/テスト用
30162900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m30_17_00_00
ID,UT,PC,FN,Name
30170000,0,0,10,Bonfire flag - 篝火フラグ
30170050,0,0,10,Initialization flag - 初期化用フラグ
30170100,0,0,30,System flag - システムフラグ
30170200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
30172200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
30170500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30171500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30172500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
30178500,0,0,200,Object act flag - オブジェアクトフラグ
30170700,0,0,100,Conversation flag - 会話フラグ
30172700,0,0,100,Conversation flag - 会話フラグ
30170800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
30172800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
30170900,0,0,100,For debugging / testing - デバッグ/テスト用
30172900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m30_18_00_00
ID,UT,PC,FN,Name
30180000,0,0,10,Bonfire flag - 篝火フラグ
30180050,0,0,10,Initialization flag - 初期化用フラグ
30180100,0,0,30,System flag - システムフラグ
30180200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
30182200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
30180500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30181500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30182500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
30188500,0,0,200,Object act flag - オブジェアクトフラグ
30180700,0,0,100,Conversation flag - 会話フラグ
30182700,0,0,100,Conversation flag - 会話フラグ
30180800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
30182800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
30180900,0,0,100,For debugging / testing - デバッグ/テスト用
30182900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m30_19_00_00
ID,UT,PC,FN,Name
30190000,0,0,10,Bonfire flag - 篝火フラグ
30190050,0,0,10,Initialization flag - 初期化用フラグ
30190100,0,0,30,System flag - システムフラグ
30190200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
30192200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
30190500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30191500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30192500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
30198500,0,0,200,Object act flag - オブジェアクトフラグ
30190700,0,0,100,Conversation flag - 会話フラグ
30192700,0,0,100,Conversation flag - 会話フラグ
30190800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
30192800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
30190900,0,0,100,For debugging / testing - デバッグ/テスト用
30192900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m30_20_00_00
ID,UT,PC,FN,Name
30200000,0,0,50,Bonfire flag - 篝火フラグ
30200050,0,0,50,Initialization flag - 初期化用フラグ
30200100,0,0,100,System flag - システムフラグ
30202100,0,0,100,System flag - システムフラグ
30200200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
30201200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
30202200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
30200500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30201500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
30202500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
30208500,0,0,200,Object act flag - オブジェアクトフラグ
30200700,0,0,100,Conversation flag - 会話フラグ
30202700,0,0,100,Conversation flag - 会話フラグ
30200800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
30202800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
30200900,0,0,100,For debugging / testing - デバッグ/テスト用
30202900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,Dummy to leave the display of "Individual ID" in ↑. It is OK to delete this dummy when adding an individual ID. - ↑の「個別ID」の表示を残すためのダミー。個別ID追加時にこのダミーは消してOKです。
EFID_m31_00_00_00
ID,UT,PC,FN,Name
31000000,0,0,50,Bonfire flag - 篝火フラグ
31000050,0,0,50,Initialization flag - 初期化用フラグ
31000100,0,0,100,System flag - システムフラグ
31002100,0,0,100,System flag - システムフラグ
31000200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31001200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31002200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
31000500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31001500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31002500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31008500,0,0,200,Object act flag - オブジェアクトフラグ
31000700,0,0,100,Conversation flag - 会話フラグ
31002700,0,0,100,Conversation flag - 会話フラグ
31000800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31002800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31000900,0,0,100,For debugging / testing - デバッグ/テスト用
31002900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m31_01_00_00
ID,UT,PC,FN,Name
31010000,0,0,50,Bonfire flag - 篝火フラグ
31010050,0,0,50,Initialization flag - 初期化用フラグ
31010100,0,0,100,System flag - システムフラグ
31012100,0,0,100,System flag - システムフラグ
31010200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31011200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31012200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
31010500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31011500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31012500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31018500,0,0,200,Object act flag - オブジェアクトフラグ
31010700,0,0,100,Conversation flag - 会話フラグ
31012700,0,0,100,Conversation flag - 会話フラグ
31010800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31012800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31010900,0,0,100,For debugging / testing - デバッグ/テスト用
31012900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m31_02_00_00
ID,UT,PC,FN,Name
31020000,0,0,50,Bonfire flag - 篝火フラグ
31020050,0,0,50,Initialization flag - 初期化用フラグ
31020100,0,0,100,System flag - システムフラグ
31022100,0,0,100,System flag - システムフラグ
31020200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31021200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31022200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
31020500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31021500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31022500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31028500,0,0,200,Object act flag - オブジェアクトフラグ
31020700,0,0,100,Conversation flag - 会話フラグ
31022700,0,0,100,Conversation flag - 会話フラグ
31020800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31022800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31020900,0,0,100,For debugging / testing - デバッグ/テスト用
31022900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m31_03_00_00
ID,UT,PC,FN,Name
31030000,0,0,50,Bonfire flag - 篝火フラグ
31030050,0,0,50,Initialization flag - 初期化用フラグ
31030100,0,0,100,System flag - システムフラグ
31032100,0,0,100,System flag - システムフラグ
31030200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31031200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31032200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
31030500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31031500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31032500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31038500,0,0,200,Object act flag - オブジェアクトフラグ
31030700,0,0,100,Conversation flag - 会話フラグ
31032700,0,0,100,Conversation flag - 会話フラグ
31030800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31032800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31030900,0,0,100,For debugging / testing - デバッグ/テスト用
31032900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m31_04_00_00
ID,UT,PC,FN,Name
31040000,0,0,50,Bonfire flag - 篝火フラグ
31040050,0,0,50,Initialization flag - 初期化用フラグ
31040100,0,0,100,System flag - システムフラグ
31042100,0,0,100,System flag - システムフラグ
31040200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31041200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31042200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
31040500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31041500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31042500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31048500,0,0,200,Object act flag - オブジェアクトフラグ
31040700,0,0,100,Conversation flag - 会話フラグ
31042700,0,0,100,Conversation flag - 会話フラグ
31040800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31042800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31040900,0,0,100,For debugging / testing - デバッグ/テスト用
31042900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m31_05_00_00
ID,UT,PC,FN,Name
31050000,0,0,50,Bonfire flag - 篝火フラグ
31050050,0,0,50,Initialization flag - 初期化用フラグ
31050100,0,0,100,System flag - システムフラグ
31052100,0,0,100,System flag - システムフラグ
31050200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31051200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31052200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
31050500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31051500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31052500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31058500,0,0,200,Object act flag - オブジェアクトフラグ
31050700,0,0,100,Conversation flag - 会話フラグ
31052700,0,0,100,Conversation flag - 会話フラグ
31050800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31052800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31050900,0,0,100,For debugging / testing - デバッグ/テスト用
31052900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m31_06_00_00
ID,UT,PC,FN,Name
31060000,0,0,50,Bonfire flag - 篝火フラグ
31060050,0,0,50,Initialization flag - 初期化用フラグ
31060100,0,0,100,System flag - システムフラグ
31062100,0,0,100,System flag - システムフラグ
31060200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31061200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31062200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
31060500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31061500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31062500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31068500,0,0,200,Object act flag - オブジェアクトフラグ
31060700,0,0,100,Conversation flag - 会話フラグ
31062700,0,0,100,Conversation flag - 会話フラグ
31060800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31062800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31060900,0,0,100,For debugging / testing - デバッグ/テスト用
31062900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m31_07_00_00
ID,UT,PC,FN,Name
31070000,0,0,50,Bonfire flag - 篝火フラグ
31070050,0,0,50,Initialization flag - 初期化用フラグ
31070100,0,0,100,System flag - システムフラグ
31072100,0,0,100,System flag - システムフラグ
31070200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31071200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31072200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
31070500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31071500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31072500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31078500,0,0,200,Object act flag - オブジェアクトフラグ
31070700,0,0,100,Conversation flag - 会話フラグ
31072700,0,0,100,Conversation flag - 会話フラグ
31070800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31072800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31070900,0,0,100,For debugging / testing - デバッグ/テスト用
31072900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m31_09_00_00
ID,UT,PC,FN,Name
31090000,0,0,50,Bonfire flag - 篝火フラグ
31090050,0,0,50,Initialization flag - 初期化用フラグ
31090100,0,0,100,System flag - システムフラグ
31092100,0,0,100,System flag - システムフラグ
31090200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31091200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31092200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
31090500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31091500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31092500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31098500,0,0,200,Object act flag - オブジェアクトフラグ
31090700,0,0,100,Conversation flag - 会話フラグ
31092700,0,0,100,Conversation flag - 会話フラグ
31090800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31092800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31090900,0,0,100,For debugging / testing - デバッグ/テスト用
31092900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m31_10_00_00
ID,UT,PC,FN,Name
31100000,0,0,50,Bonfire flag - 篝火フラグ
31100050,0,0,50,Initialization flag - 初期化用フラグ
31100100,0,0,100,System flag - システムフラグ
31102100,0,0,100,System flag - システムフラグ
31100200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31101200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31102200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
31100500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31101500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31102500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31108500,0,0,200,Object act flag - オブジェアクトフラグ
31100700,0,0,100,Conversation flag - 会話フラグ
31102700,0,0,100,Conversation flag - 会話フラグ
31100800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31102800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31100900,0,0,100,For debugging / testing - デバッグ/テスト用
31102900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m31_11_00_00
ID,UT,PC,FN,Name
31110000,0,0,50,Bonfire flag - 篝火フラグ
31110050,0,0,50,Initialization flag - 初期化用フラグ
31110100,0,0,100,System flag - システムフラグ
31112100,0,0,100,System flag - システムフラグ
31110200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31111200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31112200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
31110500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31111500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31112500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31118500,0,0,200,Object act flag - オブジェアクトフラグ
31110700,0,0,100,Conversation flag - 会話フラグ
31112700,0,0,100,Conversation flag - 会話フラグ
31110800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31112800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31110900,0,0,100,For debugging / testing - デバッグ/テスト用
31112900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m31_12_00_00
ID,UT,PC,FN,Name
31120000,0,0,50,Bonfire flag - 篝火フラグ
31120050,0,0,50,Initialization flag - 初期化用フラグ
31120100,0,0,100,System flag - システムフラグ
31122100,0,0,100,System flag - システムフラグ
31120200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31121200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
31122200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
31120500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31121500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31122500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31128500,0,0,200,Object act flag - オブジェアクトフラグ
31120700,0,0,100,Conversation flag - 会話フラグ
31122700,0,0,100,Conversation flag - 会話フラグ
31120800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31122800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31120900,0,0,100,For debugging / testing - デバッグ/テスト用
31122900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m31_15_00_00
ID,UT,PC,FN,Name
31150000,0,0,10,Bonfire flag - 篝火フラグ
31150100,0,0,80,System flag - システム系フラグ
31152100,0,0,80,System flag - システム系フラグ
31150180,0,0,20,Base flag (do not reset) - 拠点フラグ（リセットしない）
31152180,0,0,20,Base flag (reset) - 拠点フラグ（リセットする）
31150200,0,0,200,Character flag (do not reset) - キャラフラグ（リセットしない）
31152200,0,0,200,Character flag (reset) - キャラフラグ（リセットする）
31150400,0,0,100,Character flag: Small search (do not reset) - キャラフラグ：小探索（リセットしない）
31152400,0,0,100,Character flag: Small search (reset) - キャラフラグ：小探索（リセットする）
31150500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
31152500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
31158500,0,0,200,Object act flag - オブジェアクトフラグ
31150700,0,0,100,Conversation flag - 会話フラグ
31152700,0,0,100,Conversation flag - 会話フラグ
31150800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
31152800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
31150900,0,0,100,For debugging / testing - デバッグ/テスト用
31152900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,Dummy data - ダミーデータ
EFID_m31_17_00
ID,UT,PC,FN,Name
0,0,0,50,Bonfire flag - 篝火フラグ
50,0,0,50,Initialization flag - 初期化用フラグ
100,0,0,100,System flag - システムフラグ
2100,0,0,100,System flag - システムフラグ
200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
1200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
2200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
1500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
2500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
8500,0,0,200,Object act flag - オブジェアクトフラグ
700,0,0,100,Conversation flag - 会話フラグ
