File,Param,Index,Name,Machine Translated
m01_03_50_00,Point,17,BGMスカベンジング,BGM scavenging
m01_03_50_00,Point,18,カタパルト1,catapult 1
m01_03_50_00,Point,19,カタパルト2,catapult 2
m01_03_50_00,Point,20,カタパルト3,catapult 3
m01_03_50_00,Point,21,カタパルト4,catapult 4
m01_03_50_00,Point,22,ナビメッシュ抜きポイント,Navi mesh extraction point
m01_03_50_00,Point,23,ワープ,warp
m01_03_50_00,Layer,0,11：ミッション制御,11: Mission control
m01_03_50_00,Layer,1,うじゃうじゃ,Noisy
m01_03_50_00,Layer,2,キルゾーン囚人,killzone prisoner
m01_03_50_00,Layer,3,キルゾーン砲台,kill zone turret
m01_03_50_00,Layer,4,ステルス敵,stealth enemy
m01_03_50_00,Layer,5,バグ,bug
m01_03_50_00,Layer,6,ポイント,point
m01_03_50_00,Layer,7,仮アセット,Temporary assets
m01_03_50_00,Layer,8,回収地点部隊,Recovery point unit
m01_03_50_00,Layer,9,基地,base
m01_03_50_00,Layer,10,共産配置,communal arrangement
m01_03_50_00,Layer,11,穴,hole
m01_03_50_00,Layer,12,最終巡回P,Final patrol P
m01_03_50_00,Layer,13,最終地点増援,Final point reinforcements
m01_03_50_00,Layer,14,最終地点敵,Final point enemy
m01_03_50_00,Layer,15,四脚,quadruped
m01_03_50_00,Layer,16,狙撃,sniper
m01_03_50_00,Layer,17,追加増援,additional reinforcements
m01_03_50_00,Layer,18,敵AC,enemy AC
m01_03_50_00,Layer,19,宝箱,treasure chest
m01_03_50_00,Part,0,10_NPAC_リトル・ツィイー,10_NPAC_Little Ziyi
m01_03_50_00,Part,1,06_警備MT_ライフル,06_Security MT_Rifle
m01_03_50_00,Part,2,01_警備MT_ライフル01,01_Security MT_Rifle 01
m01_03_50_00,Part,3,06_警備MT_ライフル,06_Security MT_Rifle
m01_03_50_00,Part,4,01_警備MT_ライフル01,01_Security MT_Rifle 01
m01_03_50_00,Part,5,01_警備MT_ライフル01,01_Security MT_Rifle 01
m01_03_50_00,Part,6,01_警備MT_ライフル02,01_Security MT_Rifle 02
m01_03_50_00,Part,7,01_警備MT_ライフル02,01_Security MT_Rifle 02
m01_03_50_00,Part,8,01_警備MT_ライフル02,01_Security MT_Rifle 02
m01_03_50_00,Part,9,02_共産MT_キャノン,02_Communist MT_Cannon
m01_03_50_00,Part,10,02_共産MT_キャノン,02_Communist MT_Cannon
m01_03_50_00,Part,11,02_共産MT_キャノン,02_Communist MT_Cannon
m01_03_50_00,Part,12,01_共産MT_ミサライ00,01_Communist MT_Misarai00
m01_03_50_00,Part,13,01_共産MT_ミサライ02,01_Communist MT_Misarai 02
m01_03_50_00,Part,14,03_共産MT_ライフル,03_Communist MT_Rifle
m01_03_50_00,Part,15,05_共産MT_キャノン_崖下,05_Communist MT_Cannon_Under the cliff
m01_03_50_00,Part,16,01_共産MT_ミサライ02,01_Communist MT_Misarai 02
m01_03_50_00,Part,17,03_共産MT_ライフル,03_Communist MT_Rifle
m01_03_50_00,Part,18,04_共産MT_増援,04_Communist MT_Reinforcements
m01_03_50_00,Part,19,04_共産MT_増援,04_Communist MT_Reinforcements
m01_03_50_00,Part,20,04_共産MT_増援,04_Communist MT_Reinforcements
m01_03_50_00,Part,21,04_共産MT_増援,04_Communist MT_Reinforcements
m01_03_50_00,Part,22,03_共産MT_ライフル,03_Communist MT_Rifle
m01_03_50_00,Part,23,04_USドローン_増援,04_US Drone_Reinforcements
m01_03_50_00,Part,24,04_USドローン_増援,04_US Drone_Reinforcements
m01_03_50_00,Part,25,04_USドローン_増援,04_US Drone_Reinforcements
m01_03_50_00,Part,26,04_USドローン_増援,04_US Drone_Reinforcements
m01_03_50_00,Part,27,ミッション制御用ダミーキャラ,Dummy character for mission control
m01_03_50_00,Part,28,00_ARCダミー_共産_基地手前,00_ARC dummy_communist_base front
m01_03_50_00,Part,29,00_ARCダミー_共産_基地奥,00_ARC dummy_communist_base back
m01_03_50_00,Part,30,00_ARCダミー_共産_スナエリア,00_ARC dummy_Communist_Sunarea
m01_03_50_00,Part,31,00_ARCダミー_四脚_A層裏,00_ARC dummy_quadruped_A layer back
m01_03_50_00,Part,32,00_ARCダミー_四脚_ゲレンデ,00_ARC dummy_quadruped_slope
m01_03_50_00,Part,33,00_ARCダミー_四脚MT_穴底,00_ARC dummy_quadruped MT_hole bottom
m01_03_50_00,Part,34,00_ARCダミー_ジャガノ_ゲレンデ,00_ARC dummy_Jagano_Slope
m01_03_50_00,Part,35,00_ARCダミー_ヘリ_穴底,00_ARC dummy_heli_hole bottom
m01_03_50_00,Part,36,04_集団巡回ダミー,04_Group patrol dummy
m01_03_50_00,Part,37,ターゲットダミーキャラ,target dummy character
m01_03_50_00,Part,38,【撃破ポイント加算用】ダミーキャラ01,[For adding defeat points] Dummy character 01
m01_03_50_00,Part,39,【撃破ポイント加算用】ダミーキャラ02,[For adding defeat points] Dummy character 02
m01_03_50_00,Part,40,【撃破ポイント加算用】ダミーキャラ03,[For adding defeat points] Dummy character 03
m01_03_50_00,Part,41,【撃破ポイント加算用】ダミーキャラ04,[For adding defeat points] Dummy character 04
m01_03_50_00,Part,42,初期位置,initial position
m01_03_50_00,Part,44,追加増援　【ダミーエネミー】,Additional reinforcements [Dummy enemy]
m01_03_50_00,Part,45,追加増援　【ダミーエネミー】,Additional reinforcements [Dummy enemy]
m01_03_60_00,Event,0,出現,Appearance
m01_03_60_00,Point,0,二の丸手前侵入判定,Intrusion detection in front of Ninomaru
m01_03_60_00,Point,1,最終地点目標,Final point goal
m01_03_60_00,Point,2,目標マーカー,goal marker
m01_03_60_00,Point,3,目標マーカー2,objective marker 2
m01_03_60_00,Point,4,Runtime_Point_210805_17523100,Runtime_Point_210805_17523100
m01_03_60_00,Point,5,狙撃P,Sniper P
m01_03_60_00,Point,6,狙撃ポイント8,Sniper point 8
m01_03_60_00,Point,7,★★★環境ID通知用領域★★★,★★★Environmental ID notification area★★★
m01_03_60_00,Point,8,0004の巣,0004 nest
m01_03_60_00,Point,9,0007の巣,0007's nest
m01_03_60_00,Point,10,0011の巣,0011's nest
m01_03_60_00,Point,11,SFX切り替え領域,SFX switching area
m01_03_60_00,Point,12,トンネル抜け判定,Tunnel exit judgment
m01_03_60_00,Point,13,ボスワープ1,boss warp 1
m01_03_60_00,Point,14,ボスワープ10,boss warp 10
m01_03_60_00,Point,15,ボスワープ11,boss warp 11
m01_03_60_00,Point,16,ボスワープ12,boss warp 12
m01_03_60_00,Point,17,ボスワープ2,boss warp 2
m01_03_60_00,Point,18,ボスワープ3,boss warp 3
m01_03_60_00,Point,19,ボスワープ4,boss warp 4
m01_03_60_00,Point,20,ボスワープ5,boss warp 5
m01_03_60_00,Point,21,ボスワープ6,boss warp 6
m01_03_60_00,Point,22,ボスワープ7,boss warp 7
m01_03_60_00,Point,23,ボスワープ8,boss warp 8
m01_03_60_00,Point,24,ボスワープ9,boss warp 9
m01_03_60_00,Point,25,ミッション用ポイント,Mission points
m01_03_60_00,Point,26,一の丸脱出判定,Ichinomaru escape judgment
m01_03_60_00,Point,27,奥狙撃ゴースト　ワープ先1,Oku Sniper Ghost Warp Destination 1
m01_03_60_00,Point,28,奥狙撃ゴースト　ワープ先1-1,Oku Sniper Ghost Warp Destination 1-1
m01_03_60_00,Point,29,奥狙撃ゴースト　ワープ先1-2,Oku Sniper Ghost Warp Destination 1-2
m01_03_60_00,Point,30,奥狙撃ゴースト　ワープ先1-3,Oku Sniper Ghost Warp Destination 1-3
m01_03_60_00,Point,31,奥狙撃ゴースト　ワープ先2,Oku Sniper Ghost Warp Destination 2
m01_03_60_00,Point,32,奥狙撃ゴースト　ワープ先3,Oku Sniper Ghost Warp Destination 3
m01_03_60_00,Point,33,角度指定,Angle specification
m01_03_60_00,Point,34,虎口侵入判定,Tiger mouth intrusion detection
m01_03_60_00,Point,35,虎口狙撃ゴースト1　ワープ先,Toraguchi Sniper Ghost 1 Warp destination
m01_03_60_00,Point,36,虎口狙撃ゴースト2　ワープ先,Koguchi Sniper Ghost 2 Warp destination
m01_03_60_00,Point,37,虎口狙撃ゴースト3　ワープ先,Toraguchi Sniper Ghost 3 Warp destination
m01_03_60_00,Point,38,最終地点会話用判定,Final point conversation judgment
m01_03_60_00,Point,39,最終到着判定,Final arrival determination
m01_03_60_00,Point,40,侵入判定,Intrusion detection
m01_03_60_00,Point,41,巣の再設定　0006の巣,Nest reset 0006's nest
m01_03_60_00,Point,42,二の丸　残骸ゴースト起動,Ninomaru wreckage ghost activated
m01_03_60_00,Point,43,二の丸最終地点侵入判定,Ninomaru final point intrusion judgment
m01_03_60_00,Point,44,二の丸侵入判定２,Ninomaru intrusion detection 2
m01_03_60_00,Point,45,二の丸狙撃ゴースト1　ワープ先,Ninomaru Sniper Ghost 1 Warp destination
m01_03_60_00,Point,46,二の丸狙撃ゴースト2　ワープ先,Ninomaru Sniper Ghost 2 Warp destination
m01_03_60_00,Point,47,二の丸狙撃ゴースト3　ワープ先,Ninomaru Sniper Ghost 3 Warp destination
m01_03_60_00,Layer,0,11：ミッション制御,11: Mission control
m01_03_60_00,Layer,1,その他配置敵,Other placed enemies
m01_03_60_00,Layer,2,ウミグモ1,sea ​​spider 1
m01_03_60_00,Layer,3,ウミグモ2,sea ​​spider 2
m01_03_60_00,Layer,4,キルゾーン砲台,kill zone turret
m01_03_60_00,Layer,5,ターゲット,target
m01_03_60_00,Layer,6,ヘリ1巡回P,Helicopter 1st round P
m01_03_60_00,Layer,7,ヘリ2巡回P,Helicopter 2 patrol P
m01_03_60_00,Layer,8,ポイント,point
m01_03_60_00,Layer,9,仮アセット,Temporary assets
m01_03_60_00,Layer,10,仮置きライト,temporary light
m01_03_60_00,Layer,11,回収地点部隊,Recovery point unit
m01_03_60_00,Layer,12,虎口,tiger mouth
m01_03_60_00,Layer,13,虎口突破後敵,Enemy after breaking through Koguchi
m01_03_60_00,Layer,14,虎口味方巡回,Toraguchi Ally Patrol
m01_03_60_00,Layer,15,最終エリア,final area
m01_03_60_00,Layer,16,最終巡回P,Final patrol P
m01_03_60_00,Layer,17,第二,second
m01_03_60_00,Layer,18,門前敵,Enemy at the gate
m01_03_60_00,Layer,19,門前味方,Ally in front of the gate
m01_03_60_00,Part,0,二の丸最奥　近接待機,"Ninomaru deepest, close standby"
m01_03_60_00,Part,1,残骸ゴースト,wreckage ghost
m01_03_60_00,Part,2,二の丸最奥　待機,Ninomaru innermost waiting area
m01_03_60_00,Part,3,二の丸　奇襲,Ninomaru surprise attack
m01_03_60_00,Part,4,ボス,boss
m01_03_60_00,Part,5,ボス,boss
m01_03_60_00,Part,6,ボス,boss
m01_03_60_00,Part,7,虎口敵,tiger mouth enemy
m01_03_60_00,Part,8,二の丸　狙撃,Ninomaru sniper
m01_03_60_00,Part,9,ボス,boss
m01_03_60_00,Part,10,二の丸最奥　待機,Ninomaru innermost waiting area
m01_03_60_00,Part,11,ミッション制御用ダミーキャラ,Dummy character for mission control
m01_03_60_00,Part,12,二の丸扉,Ninomaru door
m01_03_60_00,Part,13,二の丸扉　奥,Ninomaru door back
m01_03_60_00,Part,15,チェックポイント,checkpoint
m01_03_70_00,Event,0,アーカイブ残骸,archive debris
m01_03_70_00,Event,1,アーカイブ残骸2,Archive debris 2
m01_03_70_00,Event,2,キルゾーン迂回路小隊,Killzone Detour Platoon
m01_03_70_00,Event,3,サブ四脚小隊,sub quadruped platoon
m01_03_70_00,Event,4,橋下巡回小隊02,Hashimoto Patrol Platoon 02
m01_03_70_00,Event,5,橋下巡回小隊03,Hashimoto Patrol Platoon 03
m01_03_70_00,Event,6,初期線路建機クモ奥小隊,Early track construction machine spider back platoon
m01_03_70_00,Event,7,初期線路建機クモ手前小隊,Initial track construction machine spider platoon in front
m01_03_70_00,Event,8,飛び地帯脇道下側小隊,Lower side platoon in the jumping area
m01_03_70_00,Event,9,walk_route_c5000_0000_0,walk_route_c5000_0000_0
m01_03_70_00,Event,10,キルゾーン迂回,Killzone detour
m01_03_70_00,Event,11,キルゾーン迂回(旧),Killzone detour (old)
m01_03_70_00,Event,12,キルゾーン迂回路,Killzone Detour
m01_03_70_00,Event,13,キルゾーン巡回,Kill zone patrol
m01_03_70_00,Event,14,キルゾーン増援ルート,Killzone reinforcement route
m01_03_70_00,Event,15,サブ四脚ルート,sub-quadruped route
m01_03_70_00,Event,16,駅上集団巡回1,Station group patrol 1
m01_03_70_00,Event,17,駅上集団巡回2,Group patrol on the station 2
m01_03_70_00,Event,18,屋内前線路横,Indoor front track next to
m01_03_70_00,Event,19,橋下巡回01　ルート,Hashimoto Tour 01 Route
m01_03_70_00,Event,20,橋下巡回02　ルート,Hashimoto Tour 02 Route
m01_03_70_00,Event,21,橋下巡回03　ルート,Hashimoto Tour 03 Route
m01_03_70_00,Event,22,橋下巡回04　ルート,Hashimoto Tour 04 Route
m01_03_70_00,Event,23,初期線路建機クモ奥ルート,Early railway construction machine spider back route
m01_03_70_00,Event,24,初期線路建機クモ手前ルート,Initial track construction machine spider route
m01_03_70_00,Event,25,初期線路巡回,Initial track tour
m01_03_70_00,Event,26,初期線路巡回逆,Initial track tour reverse
m01_03_70_00,Event,27,飛び越え右,Jump over to the right
m01_03_70_00,Event,28,飛び越え左,Jump over to the left
m01_03_70_00,Event,29,飛び地帯脇道下側ルート,Tobuki zone side road lower route
m01_03_70_00,Event,30,立体探索ヘリルート,3D exploration heli route
m01_03_70_00,Point,0,Runtime_Point_210125_13520400,Runtime_Point_210125_13520400
m01_03_70_00,Point,1,Runtime_Point_210125_13523500,Runtime_Point_210125_13523500
m01_03_70_00,Point,2,Runtime_Point_210125_13524000,Runtime_Point_210125_13524000
m01_03_70_00,Point,3,Runtime_Point_210125_13524500,Runtime_Point_210125_13524500
m01_03_70_00,Point,4,Runtime_Point_210125_13530100,Runtime_Point_210125_13530100
m01_03_70_00,Point,5,Runtime_Point_210125_13530700,Runtime_Point_210125_13530700
m01_03_70_00,Point,6,Runtime_Point_210125_14480300,Runtime_Point_210125_14480300
m01_03_70_00,Point,7,Runtime_Point_210125_14482400,Runtime_Point_210125_14482400
m01_03_70_00,Point,8,Runtime_Point_210125_14484100,Runtime_Point_210125_14484100
m01_03_70_00,Point,9,Runtime_Point_210125_14490600,Runtime_Point_210125_14490600
m01_03_70_00,Point,10,Runtime_Point_210125_16223200,Runtime_Point_210125_16223200
m01_03_70_00,Point,11,Runtime_Point_210125_16230200,Runtime_Point_210125_16230200
m01_03_70_00,Point,12,Runtime_Point_210125_16242200,Runtime_Point_210125_16242200
m01_03_70_00,Point,13,Runtime_Point_210125_16244600,Runtime_Point_210125_16244600
m01_03_70_00,Point,14,Runtime_Point_210125_16250300,Runtime_Point_210125_16250300
m01_03_70_00,Point,15,Runtime_Point_210125_16260800,Runtime_Point_210125_16260800
m01_03_70_00,Point,16,Runtime_Point_210125_17274400,Runtime_Point_210125_17274400
m01_03_70_00,Point,17,Runtime_Point_210125_17275900,Runtime_Point_210125_17275900
m01_03_70_00,Point,18,Runtime_Point_210219_16492800,Runtime_Point_210219_16492800
m01_03_70_00,Point,19,Runtime_Point_210308_15490700,Runtime_Point_210308_15490700
m01_03_70_00,Point,20,Runtime_Point_210308_15492900,Runtime_Point_210308_15492900
m01_03_70_00,Point,21,Runtime_Point_210308_15493800,Runtime_Point_210308_15493800
m01_03_70_00,Point,22,Runtime_Point_210319_11515600,Runtime_Point_210319_11515600
m01_03_70_00,Point,23,Runtime_Point_210319_11522300,Runtime_Point_210319_11522300
m01_03_70_00,Point,24,Runtime_Point_220406_20183600,Runtime_Point_220406_20183600
m01_03_70_00,Point,25,Runtime_Point_220406_20184100,Runtime_Point_220406_20184100
m01_03_70_00,Point,26,Runtime_Point_220406_20184400,Runtime_Point_220406_20184400
m01_03_70_00,Point,27,Runtime_Point_220406_20184700,Runtime_Point_220406_20184700
m01_03_70_00,Point,28,Runtime_Point_220406_21523900,Runtime_Point_220406_21523900
m01_03_70_00,Point,29,Runtime_Point_220406_21525500,Runtime_Point_220406_21525500
m01_03_70_00,Point,30,Runtime_Point_220406_22101500,Runtime_Point_220406_22101500
m01_03_70_00,Point,31,Runtime_Point_220406_22105400,Runtime_Point_220406_22105400
m01_03_70_00,Point,32,Runtime_Point_220406_22221000,Runtime_Point_220406_22221000
m01_03_70_00,Point,33,Runtime_Point_220406_22222800,Runtime_Point_220406_22222800
m01_03_70_00,Point,34,Runtime_Point_220406_22235100,Runtime_Point_220406_22235100
m01_03_70_00,Point,35,Runtime_Point_220406_22240900,Runtime_Point_220406_22240900
m01_03_70_00,Point,36,Runtime_Point_220408_13331700,Runtime_Point_220408_13331700
m01_03_70_00,Point,37,Runtime_Point_220408_13332300,Runtime_Point_220408_13332300
m01_03_70_00,Point,38,Runtime_Point_220408_13335000,Runtime_Point_220408_13335000
m01_03_70_00,Point,39,Runtime_Point_220408_13340600,Runtime_Point_220408_13340600
m01_03_70_00,Point,40,walk_route_c5000_0000_0_3,walk_route_c5000_0000_0_3
m01_03_70_00,Point,41,walk_route_c5000_0000_0_5,walk_route_c5000_0000_0_5
m01_03_70_00,Point,42,walk_route_c5000_0011_1_24,walk_route_c5000_0011_1_24
m01_03_70_00,Point,43,walk_route_c5000_0011_1_25,walk_route_c5000_0011_1_25
m01_03_70_00,Point,44,walk_route_c5000_0011_1_26,walk_route_c5000_0011_1_26
m01_03_70_00,Point,45,walk_route_c5000_0011_1_27,walk_route_c5000_0011_1_27
m01_03_70_00,Point,46,キルゾーン迂回路1,Killzone Detour 1
m01_03_70_00,Point,47,キルゾーン迂回路2,Killzone Detour 2
m01_03_70_00,Point,48,キルゾーン迂回路3,Killzone Detour 3
m01_03_70_00,Point,49,サブ四脚用ルート1,Sub-quadrupod route 1
m01_03_70_00,Point,50,サブ四脚用ルート2,Sub-quadrupod route 2
m01_03_70_00,Point,51,サブ四脚用ルート3,Route 3 for sub-quadrupods
m01_03_70_00,Point,52,サブ四脚用ルート4,Route 4 for sub-quadrupods
m01_03_70_00,Point,53,駅上集団巡回1,Station group patrol 1
m01_03_70_00,Point,54,駅上集団巡回1-1,Station group patrol 1-1
m01_03_70_00,Point,55,駅上集団巡回2,Group patrol on the station 2
m01_03_70_00,Point,56,駅上集団巡回2-2,Station group patrol 2-2
m01_03_70_00,Point,57,最初の線路集団巡回用1,First track group patrol 1
m01_03_70_00,Point,58,最初の線路集団巡回用2,First track group patrol 2
m01_03_70_00,Point,59,最初の線路集団巡回用3,First track group patrol 3
m01_03_70_00,Point,60,最初の線路集団巡回用4,First track group patrol 4
m01_03_70_00,Point,61,初期線路建機クモ奥1,Early railway construction machine spider back 1
m01_03_70_00,Point,62,初期線路建機クモ奥2,Early railway construction machine Kumooku 2
m01_03_70_00,Point,63,初期線路建機クモ奥3,Early railway construction machine Kumooku 3
m01_03_70_00,Point,64,初期線路建機クモ奥4,Early railway construction machine spider back 4
m01_03_70_00,Point,65,初期線路建機クモ手前1,Early railway construction machine spider front 1
m01_03_70_00,Point,66,初期線路建機クモ手前2,Early railway construction machine spider front 2
m01_03_70_00,Point,67,初期線路建機クモ手前3,Early railway construction machine spider front 3
m01_03_70_00,Point,68,初期線路建機クモ手前4,Early railway construction machine spider front 4
m01_03_70_00,Point,69,飛び地帯脇道下側ルート1,Tobuki zone side road lower route 1
m01_03_70_00,Point,70,飛び地帯脇道下側ルート2,Tobuki zone side road lower route 2
m01_03_70_00,Point,71,飛び地帯脇道下側ルート3,Tobuki zone side road lower route 3
m01_03_70_00,Point,72,飛び地帯脇道下側ルート4,Tobuki zone side road lower route 4
m01_03_70_00,Point,73,カタパルト手前,In front of the catapult
m01_03_70_00,Point,74,ボス部屋前広場,Plaza in front of boss room
m01_03_70_00,Point,75,駅2階,Station 2nd floor
m01_03_70_00,Point,76,屋内入り口,indoor entrance
m01_03_70_00,Point,77,初期線路の上層,Upper layer of the initial track
m01_03_70_00,Point,78,大扉用FE,FE for large door
m01_03_70_00,Point,79,渡る場所への誘導,Guidance to where to cross
m01_03_70_00,Point,80,扉前,In front of the door
m01_03_70_00,Point,81,★★★環境ID通知用領域★★★,★★★Environmental ID notification area★★★
m01_03_70_00,Point,82,タンクの下のナビメッシュ削除,Removed navmesh under tank
m01_03_70_00,Point,83,屋内入り口_ナビ消去1,Indoor entrance_navigation erase 1
m01_03_70_00,Point,84,屋内入り口_ナビ消去2,Indoor entrance_navigation erase 2
m01_03_70_00,Point,85,滑車部分のナビメッシュ排除,Elimination of navigation mesh on pulley part
m01_03_70_00,Point,86,滑車部分のナビメッシュ排除,Elimination of navigation mesh on pulley part
m01_03_70_00,Point,87,CP後カメラ用,For CP rear camera
m01_03_70_00,Point,88,きるぞーんがいど切り替え用スフィア,Kill Zone Gaido Switching Sphere
m01_03_70_00,Point,89,エレベーター上通路に入る,Enter the upper passageway of the elevator
m01_03_70_00,Point,90,カメラ角度指定用,For specifying camera angle
m01_03_70_00,Point,91,キルゾーンコンテナ上2,Kill zone container top 2
m01_03_70_00,Point,92,キルゾーン迂回路側,Kill zone detour side
m01_03_70_00,Point,93,キルゾーン見降ろし地点,Kill zone overlook point
m01_03_70_00,Point,94,キルゾーン戦闘範囲,kill zone combat range
m01_03_70_00,Point,95,キルゾーン判定用,For determining kill zone
m01_03_70_00,Point,96,クモ落下用巣,spider web
m01_03_70_00,Point,97,シェルパカメラ角度指定用_サブ,Sherpa camera angle specification_sub
m01_03_70_00,Point,98,シェルパカメラ角度指定用_屋外,Sherpa camera angle specification_outdoor
m01_03_70_00,Point,99,シェルパ使用時向き変更用,For changing orientation when using Sherpa
m01_03_70_00,Point,100,シェルパ特殊効果切り替え用,Sherpa special effect switching
m01_03_70_00,Point,101,ダクトに入る,enter the duct
m01_03_70_00,Point,102,ヘリが落とすタイミング用,For timing when helicopter drops
m01_03_70_00,Point,103,ヘリ消すポイント,Point to erase helicopter
m01_03_70_00,Point,104,ボス部屋高所オブジェ感知用1,Boss room high object detection 1
m01_03_70_00,Point,105,ボス部屋高所オブジェ感知用2,Boss room high object detection 2
m01_03_70_00,Point,106,ボス部屋高所オブジェ感知用3,Boss room high object detection 3
m01_03_70_00,Point,107,ボス部屋高所オブジェ感知用4,Boss room high object detection 4
m01_03_70_00,Point,108,ボス部屋前,In front of the boss room
m01_03_70_00,Point,109,ボス部屋前広場,Plaza in front of boss room
m01_03_70_00,Point,110,ボス部屋端,Boss room end
m01_03_70_00,Point,111,ボス部屋端,Boss room end
m01_03_70_00,Point,112,ボス部屋中,Inside the boss room
m01_03_70_00,Point,113,ミッション中処理_作戦領域,Mission processing_operation area
m01_03_70_00,Point,114,ミッション用ポイント,Mission points
m01_03_70_00,Point,115,メランジタンクの上1,Melange tank top 1
m01_03_70_00,Point,116,メランジタンクの上2,Melange tank top 2
m01_03_70_00,Point,117,メランジタンクの上3,Melange tank top 3
m01_03_70_00,Point,118,メランジタンクの上4,Melange tank top 4
m01_03_70_00,Point,119,ルート無視BOX1,Root ignore box 1
m01_03_70_00,Point,120,ルート無視BOX2,Root ignore box 2
m01_03_70_00,Point,121,ルート無視BOX3,Route ignoring box 3
m01_03_70_00,Point,122,隠し部屋AC起動範囲,Hidden room AC activation range
m01_03_70_00,Point,123,駅2回周辺,Around the station twice
m01_03_70_00,Point,124,屋外に出たタイミング,When to go outdoors
m01_03_70_00,Point,125,屋外コンテナ周り,Around outdoor containers
m01_03_70_00,Point,126,屋外迂回路狙撃建機クモ起動用,Outdoor detour sniper construction machine spider launch
m01_03_70_00,Point,127,屋内に入る,go indoors
m01_03_70_00,Point,128,屋内ダクト降りクモ起動用,For indoor duct descending spider launch
m01_03_70_00,Point,129,屋内ラスト通路,Indoor last passage
m01_03_70_00,Point,130,屋内宝まわり,Indoor treasure room
m01_03_70_00,Point,131,屋内誘導ガイド消すタイミング,Timing to turn off the indoor guidance guide
m01_03_70_00,Point,132,仮ショートワープ先,Temporary short warp destination
m01_03_70_00,Point,133,仮ショートワープ先,Temporary short warp destination
m01_03_70_00,Point,134,仮ショートワープ先,Temporary short warp destination
m01_03_70_00,Point,135,仮ショートワープ先,Temporary short warp destination
m01_03_70_00,Point,136,会話1用予備判定用,For preliminary judgment for conversation 1
m01_03_70_00,Point,137,切り分け版作戦領域,Separate operational area
m01_03_70_00,Point,138,切り分け版作戦領域2,Separated version operational area 2
m01_03_70_00,Point,139,切り分け版作戦領域4手前側,Cut-out version operational area 4 front side
m01_03_70_00,Point,140,切り分け版作戦領域屋外出た所,Cut-out version of operational area outside
m01_03_70_00,Point,141,接敵後の独立傭兵の巣,Independent mercenary nest after contact
m01_03_70_00,Point,142,線路下建機クモ起動領域1,Construction machine spider activation area 1 under railway tracks
m01_03_70_00,Point,143,線路下建機クモ起動領域2,Under-track construction machine spider activation area 2
m01_03_70_00,Point,144,線路下建機クモ起動領域3,Under-track construction machine spider activation area 3
m01_03_70_00,Point,145,線路下建機クモ起動領域4,Construction machine spider activation area 4 under railway tracks
m01_03_70_00,Point,146,大扉入った,I entered the big door
m01_03_70_00,Point,147,特攻MT位置調整用,For special attack MT position adjustment
m01_03_70_00,Point,148,特攻MT起動用キルゾーン下,Kill zone bottom for special attack MT activation
m01_03_70_00,Point,149,特攻MT起動用駅ダクト,Station duct for starting special attack MT
m01_03_70_00,Point,150,特攻MT起動用駅外,Outside the station for special attack MT activation
m01_03_70_00,Point,151,特攻MT出現ポイント,Special attack MT appearance point
m01_03_70_00,Point,152,独立傭兵の近く,near independent mercenaries
m01_03_70_00,Point,153,独立傭兵帰巣用,For independent mercenary returning home
m01_03_70_00,Point,154,独立傭兵再戦用,For independent mercenary rematch
m01_03_70_00,Point,155,独立傭兵周囲,around independent mercenaries
m01_03_70_00,Point,156,独立傭兵戦離脱判定用,For determining whether to leave the independent mercenary war
m01_03_70_00,Point,157,爆弾投下タイミング用1,1 for bomb drop timing
m01_03_70_00,Point,158,爆弾投下タイミング用2,2 for bomb drop timing
m01_03_70_00,Point,159,汎用カットシーン用ポイント,General purpose cutscene points
m01_03_70_00,Point,160,風消すエリア1,Wind extinguishing area 1
m01_03_70_00,Point,161,風消すエリア10,Wind extinguishing area 10
m01_03_70_00,Point,162,風消すエリア11,Wind extinguishing area 11
m01_03_70_00,Point,163,風消すエリア12,Wind extinguishing area 12
m01_03_70_00,Point,164,風消すエリア2,Wind extinguishing area 2
m01_03_70_00,Point,165,風消すエリア3,Wind extinguishing area 3
m01_03_70_00,Point,166,風消すエリア4,Wind extinguishing area 4
m01_03_70_00,Point,167,風消すエリア5,Wind extinguishing area 5
m01_03_70_00,Point,168,風消すエリア6,Wind extinguishing area 6
m01_03_70_00,Point,169,風消すエリア7,Wind extinguishing area 7
m01_03_70_00,Point,170,風消すエリア8,Wind extinguishing area 8
m01_03_70_00,Point,171,風消すエリア9,Wind extinguishing area 9
m01_03_70_00,Point,172,誘導4消すポイント,Guidance 4 erasing point
m01_03_70_00,Point,173,誘導ガイド消す判定タイミング,Judgment timing to turn off the guidance guide
m01_03_70_00,Point,174,溶鉄範囲1,Molten iron range 1
m01_03_70_00,Point,175,溶鉄範囲2,Molten iron range 2
m01_03_70_00,Point,176,溶鉄範囲3,Molten iron range 3
m01_03_70_00,Point,177,溶鉄範囲4,Molten iron range 4
m01_03_70_00,Point,178,溶鉄範囲5,Molten iron range 5
m01_03_70_00,Point,179,溶鉄範囲6,Molten iron range 6
m01_03_70_00,Point,180,溶鉄範囲7,Molten iron range 7
m01_03_70_00,Point,181,落下クモの落下用ワープ先,Warp destination for falling spiders
m01_03_70_00,Point,182,落下クモの落下用ワープ先2,Warp destination for falling spider 2
m01_03_70_00,Layer,0,01：ミッション01　敵配置,01: Mission 01 Enemy placement
m01_03_70_00,Layer,1,02：ミッション01　敵配置　タンクダミーキャラ,02: Mission 01 Enemy placement Tank dummy character
